Company,Model,Lens,NA,Zoom_x,Core_Technology,Configuration,type_of_interaction,Acquisition_mode,STR_nm,Accuracy_microns,Accuracy_percentage,Vertical_Resolution_nm,Sq_repeatability_nm,Repeatability _nm,Ra_repeatability_nm,Rz_repeatability_nm,Angular_Coverage_Perfectdiffuser_deg,Angular_Coverage_MirrorLike_deg,LATA_microns,Optical_Resolution_microns,Spatial_Sampling_microns,img_width,img_height,area_mm2,Line_Lenght_mm,XYspeed_mm/sec,Working_disitance_mm,Z_Speed_Sca_micron/sec,Z_stage,Z_working_range_mm,XY_Stage,Weight_Kg,Max_sample_weight_Kg,Frequency_KHz,Max_number_of_points_per_scan_,Sample_reflectivity_percentage,Measurement_time_s,COST,High_res_color_texture,Max. sample stage positioning range ,Intorduction date,Reference document
zygo,nomad,STD 10x,0.3,0.5,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,14.53,,0.95,1.64,,,1.68,,,7.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 10x,0.3,1,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,14.53,,0.95,0.82,,,0.83,,,7.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 10x,0.3,2,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,14.53,,0.95,0.41,,,0.42,,,7.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 20x,4.7,0.5,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,21.8,,0.71,0.82,,,0.84,,,4.7,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 20x,4.7,1,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,21.8,,0.71,0.41,,,0.42,,,4.7,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 20x,4.7,2,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,21.8,,0.71,0.21,,,0.21,,,4.7,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 22x,0.1,0.5,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,4.84,,2.85,0.75,,,0.76,,,4.2,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 22x,0.1,1,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,4.84,,2.85,0.37,,,0.38,,,4.2,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 22x,0.1,2,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,4.84,,2.85,0.19,,,0.19,,,4.2,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 50x,0.55,0.5,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,28.13,,0.52,0.33,,,0.34,,,3.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 50x,0.55,1,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,28.13,,0.52,0.17,,,0.17,,,3.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 50x,0.55,2,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,28.13,,0.52,0.08,,,0.08,,,3.4,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 100x,0.85,0.5,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,40.36,,0.34,0.16,,,0.17,,,0.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 100x,0.85,1,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,40.36,,0.34,0.08,,,0.08,,,0.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,STD 100x,0.85,2,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,40.36,,0.34,0.04,,,0.04,,,0.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,LWD 1x,0.003,0.5,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,1.34,,9.5,16.42,,,16.81,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,LWD 1x,0.003,1,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,1.34,,9.5,8.15,,,8.34,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,LWD 1x,0.003,2,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,1.34,,9.5,4.1,,,4.2,,,8,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,LWD 2x,0.055,0.5,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,2.66,,5.18,8.21,,,8.41,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,LWD 2x,0.055,1,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,2.66,,5.18,4.07,,,4.17,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,LWD 2x,0.055,2,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,2.66,,5.18,2.05,,,2.1,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,LWD 5x,0.03,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,6.3,,1.02,3.28,,,3.36,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,LWD 5x,0.03,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,6.3,,1.02,1.63,,,1.67,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,LWD 5x,0.03,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,6.3,,1.02,0.82,,,0.84,,,21,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,LWD 10x,0.28,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,13.13,,1.02,1.44,,,1.47,,,19,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,LWD 10x,0.28,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,13.13,,1.02,0.7,,,0.73,,,19,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,LWD 10x,0.28,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,13.13,,1.02,0.36,,,0.37,,,19,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,SLWD 1x,0.03,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,1.34,,9.5,16.42,,,16.81,,,40,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,SLWD 1x,0.03,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,1.34,,9.5,8.15,,,8.34,,,40,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,SLWD 1x,0.03,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,1.34,,9.5,4.1,,,4.2,,,40,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,SLWD 5x,0.12,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,5.81,,2.38,3.28,,,3.36,,,40,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,SLWD 5x,0.12,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,5.81,,2.38,1.63,,,1.67,,,40,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,SLWD 5x,0.12,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,5.81,,2.38,0.82,,,0.84,,,40,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,GC 2x,0.055,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,2.66,,5.18,8.21,,,8.41,,,18.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,GC 2x,0.055,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,2.66,,5.18,4.07,,,4.17,,,18.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,GC 2x,0.055,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,2.66,,5.18,2.05,,,2.1,,,18.5,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,GC 5x,0.14,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,6.3,,2.04,3.28,,,3.36,,,19,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,GC 5x,0.14,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,6.3,,2.04,1.63,,,1.67,,,19,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,GC 5x,0.14,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,6.3,,2.04,0.82,,,0.84,,,19,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,GC 10x,0.28,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,13.13,,1.02,1.44,,,1.47,,,18,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,GC 10x,0.28,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,13.13,,1.02,0.72,,,0.73,,,18,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
zygo,nomad,GC 10x,0.28,,CSI,Portable,white light,Array,0.1,0.03,,,0.01,,,,86,13.13,,1.02,0.36,,,0.37,,,18,,Automated,20,Manual or atuomated,91,,,,0.05-100,,,,,,
LMI Technologies , R1X ,,,,structured light scanner,Portable,white light,Array,,65,,,,,,,,,,,100,,,,,,370,,,,,,,,,,1.3,,1,,,
LMI Technologies , R1X ,,,,structured light scanner,Portable,white light,Array,,115,,,,,,,,,,,200,,,,,,690,,,,,,,,,,1.3,,1,,,
LMI Technologies , R1X ,,,,structured light scanner,Portable,white light,Array,,125,,,,,,,,,,,300,,,51150,,,1040,,,,,,,,,,1.3,,1,,,
LMI Technologies , R3X ,,,,structured light scanner,Portable,white light,Array,,45,,,,,,,,,,,75,,,,,,370,,,,,,,,,,0.88,,1,,,
LMI Technologies , R3X ,,,,structured light scanner,Portable,white light,Array,,75,,,,,,,,,,,165,,,,,,690,,,,,,,,,,0.88,,1,,,
LMI Technologies , R3X ,,,,structured light scanner,Portable,white light,Array,,105,,,,,,,,,,,250,,,78453,,,1040,,,,,,,,,,0.88,,1,,,
LMI Technologies , R4X ,,,,structured light scanner,Portable,white light,Array,,36,,,,,,,,,,,71,,,,,,385,,,,,,,,,,1.3,,1,,,
LMI Technologies , R4X ,,,,structured light scanner,Portable,white light,Array,,84,,,,,,,,,,,228,,,143312,,,1110,,,,,,,,,,1.3,,1,,,
LMI Technologies ,MikroCAD lite,,,,structured light scanner,Benchtop,blue LED,Array,,,,,,,,,,,,,,,,1.92,,,26,,,0.8,,,,,,,4,,,,,
LMI Technologies ,MikroCAD premium ,,,,structured light scanner,Benchtop,blue LED,Array,,,,,,,,,,,,,,,,1.92,,,26,,,0.8,,,,,,,7.5,,,,,
LMI Technologies ,MikroCAD premium ,,,,structured light scanner,Benchtop,blue LED,Array,,,,,,,,,,,,,,,,130,,,85,,,3,,,,,,,6,,,,,
LMI Technologies ,MikroCAD premium ,,,,structured light scanner,Benchtop,blue LED,Array,,,,,,,,,,,,,,,,4800,,,283,,,30,,,,,,,6,,,,,
LMI Technologies ,MikroCAD premium ,,,,structured light scanner,Benchtop,blue LED,Array,,,,,,,,,,,,,,,,14700,,,230,,,30,,,,,,,6,,,,,
LMI Technologies ,MikroCAD plus,,,,structured light scanner,Benchtop,blue LED,Array,,,,,,,,,,,,,,,,2.38,,,33,,,0.5,,,,,,,10,,,,,
 Artec  3D,EVA ,,,,structured light scanner,Portable,ﬂash bulb,Array,,100,,,,,,,,,,,500,,,31672,,,,,,60,,0.85,,,,,0.0002,,1,,,
 Artec  3D,Spider,,,,structured light scanner,Portable,blue LED,Array,,100,,,,,,,,,,,100,,,6300,,,,,,,,0.85,,,,,0.0002,,1,,,
 Artec  3D,Space spider,,,,structured light scanner,Portable,blue LED,Array,,50,,,,,,,,,,,100,,,6300,,,,,,,,0.85,,,,,0.0005,,1,,,
aicon 3D,stereoSCAN neo,,,,structured light scanner,Portable,,Array,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aicon 3D,smartSCAN-HE,,,,structured light scanner,Portable, High Power LED ,Array,,25,,,,,,,,,,,140,,,81225,,,1000,,,220,,4,,,28723200,,1,,1,,,
aicon 3D,smartSCAN-HE,,,,structured light scanner,Portable, High Power LED ,Array,,44,,,,,,,,,,,250,,,260100,,,1000,,,350,,4,,,28723200,,1,,1,,,
aicon 3D,smartSCAN-HE,,,,structured light scanner,Portable, High Power LED ,Array,,53,,,,,,,,,,,295,,,360000,,,1000,,,400,,4,,,28723200,,1,,1,,,
aicon 3D,smartSCAN-HE,,,,structured light scanner,Portable, High Power LED ,Array,,7,,,,,,,,,,,27,,,2860,,,370,,,36,,4,,,28723200,,1,,1,,,
aicon 3D,smartSCAN-HE,,,,structured light scanner,Portable, High Power LED ,Array,,9,,,,,,,,,,,50,,,9025,,,370,,,60,,4,,,28723200,,1,,1,,,
aicon 3D,smartSCAN-HE,,,,structured light scanner,Portable, High Power LED ,Array,,14,,,,,,,,,,,85,,,28900,,,370,,,110,,4,,,28723200,,1,,1,,,
aicon 3D,smartSCAN-HE,,,,structured light scanner,Portable, High Power LED ,Array,,38,,,,,,,,,,,210,,,189225,,,1500,,,300,,4,,,28723200,,1,,1,,,
aicon 3D,smartSCAN-HE,,,,structured light scanner,Portable, High Power LED ,Array,,79,,,,,,,,,,,445,,,828100,,,1500,,,600,,4,,,28723200,,1,,1,,,
aicon 3D,PrimeScan ,,,,structured light scanner,Portable,,Array,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,1,,,
einscan,EinScan-Pro+,,,,structured light scanner,Portable,,Array,,100,,,,,,,,,,,200,,,,,,,,,,,0.8,,,,,1,,1,,,
nanosurf,NaioAFM ,,,,AFM,Benchtop,contact,Array,,0.002,,0.2,,,,,,,,,0.001,,,0.0049,,,0,,,0.014,,6.5,,,,,,,,,,
Bruker,FastScan AFM Scanner ,,,,AFM,Benchtop,contact,Array,,0.0000035,,0.000035,,,,,,,,,0.015,,,0.0081,,,0,,,0.01,,,,,,,,,,,,
Bruker,Icon AFM Scanner ,,,,AFM,Benchtop,contact,Array,,0.000003,,0.00003,,,,,,,,,0.02,,,0.001225,,,0,,,0.03,,,,,,,,,,,,
Bruker,Inspire,,,,AFM,Benchtop,contact,Array,,0.000003,,0.00003,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
icspi, nGauge ,,,,AFM,Benchtop,contact,Array,,0.1,,1,,,,,,,,,0.08,,,0.000225,,,0,,,0.01,,0.45,,,1048576,,,7800,,,,
nanomics imaging,Multiview 1000,,,,SNOM,Benchtop,contact,Array,,0.0005,,0.005,,,,,,,,,0.002,,,0.01,,,0,,,0.1,,,,,,,,,,,,
WITec ,alpha300 A,,,,AFM,Benchtop,contact,Array,,0.03,,0.3,,,,,,,,,0.001,,,0.04,,,0,,,0.02,,,,,,,,,,,,
WITec ,alpha300 S,,,,SNOM,Benchtop,contact,Array,,,,,,,,,,,,,0.06,,,0.04,,,0,,,1.02,,,,,,,,,,,,
Alicona,infinitefocus,,0.075,2.5,Focus variation,Benchtop,white light,Array,,0.5,0.05,2300,,,0.009,,87,,,,3.52,,,40000,,,8.8,3,,8,,120,30,,3300000,,,,,,,
Alicona,infinitefocus,,0.15,5,Focus variation,Benchtop,white light,Array,,0.5,0.05,410,,,0.009,,87,,,,1.76,,,40000,,,23.5,3,,22.5,,120,30,,3300000,,,,,,,
Alicona,infinitefocus,,0.3,10,Focus variation,Benchtop,white light,Array,,0.5,0.05,100,,,0.009,,87,,,,0.88,,,40000,,,17.5,3,,16.5,,120,30,,3300000,,,,,,,
Alicona,infinitefocus,,0.4,20,Focus variation,Benchtop,white light,Array,,0.5,0.05,50,,,0.009,,87,,,,0.44,,,24780,,,19,3,,18,,120,30,,3300000,,,,,,,
Alicona,infinitefocus,,0.6,50,Focus variation,Benchtop,white light,Array,,0.5,0.05,20,,,0.009,,87,,,,0.18,,,3965,,,11,2,,10,,120,30,,3300000,,,,,,,
Alicona,infinitefocus,,0.8,100,Focus variation,Benchtop,white light,Array,,0.5,0.05,10,,,0.009,,87,,,,0.09,,,990,,,4.5,1,,4,,120,30,,3300000,,,,,,,
Alicona,IF-PORTAbLE ,,0.075,2.5,Focus variation,Portable,white light,Array,,1,0.1,1800,,,,,87,,,,4.4,,,37.17,,,8.8,,,8,,10,,,1920000,,,,,,,
Alicona,IF-PORTAbLE ,,0.15,5,Focus variation,Portable,white light,Array,,1,0.1,450,,,,,87,,,,2.2,,,9.29,,,23.5,,,22,,10,,,1920000,,,,,,,
Alicona,IF-PORTAbLE ,,0.3,10,Focus variation,Portable,white light,Array,,1,0.1,110,,,0.3,,87,,,,1.1,,,2.32,,,17.5,,,16,,10,,,1920000,,,,,,,
Alicona,IF-PORTAbLE ,,0.4,20,Focus variation,Portable,white light,Array,,1,0.1,60,,,0.18,,87,,,,0.55,,,0.58,,,19,,,18,,10,,,1920000,,,,,,,
Alicona,IF-PORTAbLE ,,0.6,50,Focus variation,Portable,white light,Array,,1,0.1,60,,,0.18,,87,,,,0.22,,,0.09,,,11,,,10.5,,10,,,1920000,,,,,,,
Alicona,IF-PORTAbLE ,,0.8,100,Focus variation,Portable,white light,Array,,1,0.1,60,,,0.18,,87,,,,0.11,,,0.02,,,4.5,,,4,,10,,,1920000,,,,,,,
Proto3000,METRASCAN 750 ,,,,structured light scanner,Portable,white light,Array,,30,,,,,,,,,,,50,,,68750,,,300,,,200,,1.38,,,,,,,,,,
Proto3000,METRASCAN 750 ELITE ,,,,structured light scanner,Portable,white light,Array,,30,,,,,,,,,,,50,,,68750,,,300,,,200,,1.38,,,,,,,,,,
Proto3000,METRASCAN 350 ,,,,structured light scanner,Portable,white light,Array,,40,,,,,,,,,,,50,,,56250,,,300,,,200,,1.38,,,,,,,,,,
Proto3000,METRASCAN 350 ELITE ,,,,structured light scanner,Portable,white light,Array,,40,,,,,,,,,,,50,,,56250,,,300,,,200,,1.38,,,,,,,,,,
Leica,DCM8 ,,0.4,1.25,Confocal ,Benchtop,white light,Array,,0.2,,3000,,3,,,,,,3.5,,,,148.17792,,,150,,,40,,,,,,0.1-100,5,,,,,
Leica,DCM8 ,,0.07,2.5,Confocal ,Benchtop,white light,Array,,0.2,,350,,3,,,,,,2,,,,36.4,,,150,,,40,,,,,,0.1-100,5,,,,,
Leica,DCM8 ,,0.15,5,Confocal ,Benchtop,white light,Array,,0.2,,150,,3,,,,,,0.94,,,,9.1,,,150,,,40,,,,,,0.1-100,5,,,,,
Leica,DCM8 ,,0.3,10,Confocal ,Benchtop,white light,Array,,0.2,,30,,3,,,,,,0.47,,,,2.21,,,150,,,40,,,,,,0.1-100,5,,,,,
Leica,DCM8 ,,0.5,20,Confocal ,Benchtop,white light,Array,,0.2,,15,,3,,,,,,0.28,,,,0.5742,,,150,,,40,,,,,,0.1-100,5,,,,,
Leica,DCM8 ,,0.9,50,Confocal ,Benchtop,white light,Array,,0.2,,5,,3,,,,,,0.16,,,,0.089856,,,150,,,40,,,,,,0.1-100,5,,,,,
Leica,DCM8 ,,0.95,100,Confocal ,Benchtop,white light,Array,,0.2,,2,,3,,,,,,0.14,,,,0.0231,,,150,,,40,,,,,,0.1-100,5,,,,,
Leica,DCM8 ,,0.95,150,Confocal ,Benchtop,white light,Array,,0.2,,2,,3,,,,,,0.14,,,,0.10296,,,150,,,40,,,,,,0.1-100,5,,,,,
Leica,DCM8 ,,0.3,10,PSI,Benchtop,white light,Array,,0.2,,0.1,,0.16,,,,,,0.47,,,,2.21,,,150,0.017,,40,,,,,,0.1-100,6,,,,,
Leica,DCM8 ,,0.4,20,PSI,Benchtop,white light,Array,,0.2,,0.1,,0.16,,,,,,0.35,,,,0.4422,,,150,0.017,,40,,,,,,0.1-100,6,,,,,
Leica,DCM8 ,,0.5,50,PSI,Benchtop,white light,Array,,0.2,,0.1,,0.16,,,,,,0.28,,,,0.092664,,,150,0.017,,40,,,,,,0.1-100,6,,,,,
Rtec instruments,Universal 3D profilometer,,,,Confocal ,Benchtop,,Array,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filmetrics ,Profilm 3D,Nikon CF IC Epi Plan ,0.075,,PSI,Benchtop,white light,Array,,0.056,0.7,,0.1,,,,,3,,3.7,3.52,,,54.4,,,10.3,0.12,,100,Automated,15,,,5038848,0.05-100,,,,,,https://www.gambetti.it/wp-content/uploads/2019/10/Filmetrics-Datasheet-Profilm3D-Bh6.pdf
Filmetrics ,Profilm 3D,Nikon CF IC Epi Plan ,0.13,,PSI,Benchtop,white light,Array,,0.056,0.7,,0.1,,,,,8.5,,2.1,1.76,,,13.6,,,9.3,0.12,,100,Automated,15,,,5038848,0.05-100,,,,,,https://www.gambetti.it/wp-content/uploads/2019/10/Filmetrics-Datasheet-Profilm3D-Bh6.pdf
Filmetrics ,Profilm 3D,Nikon CF IC Epi Plan ,0.3,,PSI,Benchtop,white light,Array,,0.056,0.7,,0.1,,,,,14,,0.92,0.88,,,3.4,,,7.4,0.12,,100,Automated,15,,,5038848,0.05-100,,,,,,https://www.gambetti.it/wp-content/uploads/2019/10/Filmetrics-Datasheet-Profilm3D-Bh6.pdf
Filmetrics ,Profilm 3D,Nikon CF IC Epi Plan ,0.4,,PSI,Benchtop,white light,Array,,0.056,0.7,,0.1,,,,,21,,0.69,0.44,,,0.85,,,4.7,0.12,,100,Automated,15,,,5038848,0.05-100,,,,,,https://www.gambetti.it/wp-content/uploads/2019/10/Filmetrics-Datasheet-Profilm3D-Bh6.pdf
Filmetrics ,Profilm 3D,Nikon CF IC Epi Plan ,0.55,,PSI,Benchtop,white light,Array,,0.056,0.7,,0.1,,,,,25,,0.5,0.176,,,0.136,,,3.4,0.12,,100,Automated,15,,,5038848,0.05-100,,,,,,https://www.gambetti.it/wp-content/uploads/2019/10/Filmetrics-Datasheet-Profilm3D-Bh6.pdf
Filmetrics ,Profilm 3D,Nikon CF IC Epi Plan ,0.7,,PSI,Benchtop,white light,Array,,0.056,0.7,,0.1,,,,,42,,0.4,0.088,,,0.034,,,2.2,0.12,,100,Automated,15,,,5038848,0.05-100,,,,,,https://www.gambetti.it/wp-content/uploads/2019/10/Filmetrics-Datasheet-Profilm3D-Bh6.pdf
Filmetrics ,Profilm 3D,Nikon CF IC Epi Plan ,0.075,,CSI,Benchtop,white light,Array,,0.056,0.7,,10,,,,,3,,3.7,3.52,,,54.4,,,10.3,0.12,,100,Automated,15,,,5038848,0.05-100,,,,,,https://www.gambetti.it/wp-content/uploads/2019/10/Filmetrics-Datasheet-Profilm3D-Bh6.pdf
Filmetrics ,Profilm 3D,Nikon CF IC Epi Plan ,0.13,,CSI,Benchtop,white light,Array,,0.056,0.7,,10,,,,,8.5,,2.1,1.76,,,13.6,,,9.3,0.12,,100,Automated,15,,,5038848,0.05-100,,,,,,https://www.gambetti.it/wp-content/uploads/2019/10/Filmetrics-Datasheet-Profilm3D-Bh6.pdf
Filmetrics ,Profilm 3D,Nikon CF IC Epi Plan ,0.3,,CSI,Benchtop,white light,Array,,0.056,0.7,,10,,,,,14,,0.92,0.88,,,3.4,,,7.4,0.12,,100,Automated,15,,,5038848,0.05-100,,,,,,https://www.gambetti.it/wp-content/uploads/2019/10/Filmetrics-Datasheet-Profilm3D-Bh6.pdf
Filmetrics ,Profilm 3D,Nikon CF IC Epi Plan ,0.4,,CSI,Benchtop,white light,Array,,0.056,0.7,,10,,,,,21,,0.69,0.44,,,0.85,,,4.7,0.12,,100,Automated,15,,,5038848,0.05-100,,,,,,https://www.gambetti.it/wp-content/uploads/2019/10/Filmetrics-Datasheet-Profilm3D-Bh6.pdf
Filmetrics ,Profilm 3D,Nikon CF IC Epi Plan ,0.55,,CSI,Benchtop,white light,Array,,0.056,0.7,,10,,,,,25,,0.5,0.176,,,0.136,,,3.4,0.12,,100,Automated,15,,,5038848,0.05-100,,,,,,https://www.gambetti.it/wp-content/uploads/2019/10/Filmetrics-Datasheet-Profilm3D-Bh6.pdf
Filmetrics ,Profilm 3D,Nikon CF IC Epi Plan ,0.7,,CSI,Benchtop,white light,Array,,0.056,0.7,,10,,,,,42,,0.4,0.088,,,0.034,,,2.2,0.12,,100,Automated,15,,,5038848,0.05-100,,,,,,https://www.gambetti.it/wp-content/uploads/2019/10/Filmetrics-Datasheet-Profilm3D-Bh6.pdf
UniVr-Optimet,Vertical ,16 mm,,,Conoscopic Holography,Portable,Laser,Array,,2,,,,,,,150,,,,20,,,90000,,,,,,0.6,,,,30000,,,,,,,,
UniVr-Optimet,Vertical ,50 mm,,,Conoscopic Holography,Portable,Laser,Array,,6,,,,,,,170,,,,37,,,90000,,,,,,8,,,,30000,,,,,,,,
UniVr-Optimet,Vertical ,75 mm,,,Conoscopic Holography,Portable,Laser,Array,,10,,,,,,,170,,,,47,,,90000,,,,,,18,,,,30000,,,,,,,,
UniVr-Optimet,Vertical ,100 mm,,,Conoscopic Holography,Portable,Laser,Array,,15,,,,,,,170,,,,63,,,90000,,,,,,35,,,,30000,,,,,,,,
UniVr-Optimet,Vertical ,200 mm,,,Conoscopic Holography,Portable,Laser,Array,,70,,,,,,,170,,,,105,,,90000,,,,,,125,,,,30000,,,,,,,,
UniVr-Optimet,Vertical ,25GH,,,Conoscopic Holography,Portable,Laser,Array,,1,,,,,,,150,,,,12,,,90000,,,,,,0.6,,,,30000,,,,,,,,
UniVr-Optimet,Vertical ,50H,,,Conoscopic Holography,Portable,Laser,Array,,2.5,,,,,,,150,,,,19,,,90000,,,,,,2,,,,30000,,,,,,,,
UniVr-Optimet,Vertical ,25N,,,Conoscopic Holography,Portable,Laser,Array,,1,,,,,,,5,,,,5,,,90000,,,,,,1,,,,30000,,,,,,,,
UniVr-Optimet,Vertical ,50N,,,Conoscopic Holography,Portable,Laser,Array,,2.5,,,,,,,3,,,,16,,,90000,,,,,,5,,,,30000,,,,,,,,
UniVr-Optimet,Vertical ,75N,,,Conoscopic Holography,Portable,Laser,Array,,4.5,,,,,,,1.5,,,,25,,,90000,,,,,,9,,,,30000,,,,,,,,
PhaseView,ZeeScope 100,,0.1,5,Focus variation,Portable,white light,Array,,0.185,,18500,,64.75,,,90,,,,5.2,1280,1024,35.4418688,,,,,,2,,0.575,,,1310720,,,,,,,https://phaseview.com/wp-content/uploads/2018/05/ZeeScope-Rel7.pdf
PhaseView,ZeeScope 150,,0.1,5,Focus variation,Portable,white light,Array,,0.185,,18500,,64.75,,,90,,,,4.4,1616,1216,38.04348416,,,,,,2,,0.575,,,1965056,,,,,,,https://phaseview.com/wp-content/uploads/2018/05/ZeeScope-Rel7.pdf
PhaseView,ZeeScope 200,,0.1,5,Focus variation,Portable,white light,Array,,0.185,,18500,,64.75,,,90,,,,2.2,2560,1920,23.789568,,,,,,2,,0.575,,,4915200,,,,,,,https://phaseview.com/wp-content/uploads/2018/05/ZeeScope-Rel7.pdf
